// Start Time: Unknown
// Update Rate: Various
// Filter Profile: vru_general (43.12)
// Option Flags: AHS Enabled ICC Enabled 
// Firmware Version: 1.5.1
PacketCounter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
07132	0.096243	0.238610	9.772248	0.004888	0.012170	-0.002111	-0.819470	-1.709174	-3.321548	1.354492	-0.542116	-3.540004
07136	0.102434	0.231734	9.792991	0.007816	0.004323	-0.000341	-0.818950	-1.693402	-3.321515	1.357956	-0.539188	-3.539702
07140	0.114052	0.233311	9.781277	-0.000096	-0.013399	0.011897	-0.819037	-1.696031	-3.321521	1.356823	-0.546578	-3.532630
07144	0.100083	0.238848	9.755519	0.002331	0.005875	0.002342	-0.816689	-1.698662	-3.316672	1.357130	-0.542797	-3.530770
07148	0.100757	0.235658	9.785462	0.001126	-0.005559	0.006815	-0.816777	-1.698622	-3.314373	1.356723	-0.545627	-3.526503
07152	0.108055	0.229564	9.775304	-0.004905	-0.010672	-0.004149	-0.824430	-1.698452	-3.319738	1.352922	-0.551237	-3.528585
07156	0.106995	0.238375	9.804084	-0.002586	0.002985	-0.002791	-0.813991	-1.701455	-3.321021	1.350440	-0.549043	-3.529705
07160	0.099129	0.224156	9.769732	-0.001362	0.010559	-0.000113	-0.824163	-1.706581	-3.333549	1.348643	-0.542547	-3.529189
07164	0.114369	0.215515	9.806591	0.001432	-0.010633	-0.008596	-0.816600	-1.701372	-3.321276	1.348496	-0.548075	-3.533819
07168	0.101370	0.233419	9.783213	-0.003961	-0.008826	-0.001515	-0.814165	-1.704043	-3.318727	1.345221	-0.552663	-3.534367
07172	0.093729	0.250050	9.791637	-0.006382	-0.000455	-0.007384	-0.829911	-1.700833	-3.315656	1.340589	-0.552378	-3.538165
07176	0.111932	0.220567	9.778912	-0.002114	-0.004417	-0.003503	-0.814340	-1.706632	-3.316433	1.338383	-0.554415	-3.539793
07180	0.101257	0.244951	9.801828	0.008409	-0.013836	0.003516	-0.813725	-1.706915	-3.332527	1.342167	-0.561940	-3.537527
07184	0.099927	0.246488	9.789663	0.009282	-0.001204	-0.002242	-0.829563	-1.695657	-3.320243	1.346483	-0.562153	-3.538390
07188	0.094772	0.240592	9.777630	0.000141	-0.009732	-0.006879	-0.814427	-1.706591	-3.314134	1.345588	-0.567189	-3.542024
07192	0.096203	0.243371	9.784980	0.001196	-0.004974	0.001941	-0.813993	-1.696117	-3.316411	1.345247	-0.569618	-3.540541
07196	0.104147	0.232825	9.776269	0.000403	0.017725	-0.011977	-0.819211	-1.698619	-3.319227	1.344528	-0.558858	-3.546726
07200	0.098834	0.236418	9.802893	-0.003194	0.000836	-0.003913	-0.821732	-1.701245	-3.324086	1.341704	-0.557880	-3.548518
07204	0.091546	0.226607	9.775883	-0.001296	0.003341	0.001699	-0.824346	-1.690485	-3.315123	1.339936	-0.555543	-3.547063
07208	0.113353	0.230082	9.804330	-0.010705	-0.000131	-0.005563	-0.829563	-1.695657	-3.320243	1.332817	-0.555097	-3.549814
07212	0.103585	0.228066	9.798842	0.010613	0.000101	-0.004822	-0.805900	-1.699158	-3.324847	1.337910	-0.554529	-3.552138
07216	0.102359	0.226272	9.773961	0.012592	0.008074	0.010211	-0.824517	-1.701081	-3.319743	1.344051	-0.549595	-3.545743
07220	0.097375	0.239675	9.794775	0.000621	-0.007799	0.011910	-0.814599	-1.714517	-3.316449	1.343326	-0.553776	-3.538589
07224	0.122262	0.237539	9.790197	-0.002724	0.009599	-0.000155	-0.814165	-1.704043	-3.318727	1.340750	-0.547830	-3.538112
07228	0.109586	0.234728	9.802294	0.005709	0.001456	0.011949	-0.813207	-1.688474	-3.330190	1.342939	-0.546710	-3.530811
07232	0.093708	0.232897	9.768163	0.004998	0.003529	-0.005778	-0.819210	-1.701288	-3.321531	1.344818	-0.544166	-3.533636
07236	0.110242	0.250365	9.789268	-0.002123	-0.005208	-0.016222	-0.819471	-1.706505	-3.319243	1.342675	-0.546485	-3.542562
07240	0.092825	0.248317	9.779482	0.014088	-0.007868	0.001276	-0.821993	-1.706462	-3.321798	1.349725	-0.550563	-3.541500
07244	0.096962	0.231215	9.762655	0.001305	0.002646	-0.006590	-0.815992	-1.688309	-3.325847	1.349493	-0.548513	-3.544803
07248	0.093243	0.226154	9.776107	-0.002339	0.011394	0.001546	-0.821735	-1.693238	-3.317172	1.347127	-0.541562	-3.543327
07252	0.094151	0.234549	9.795930	-0.006033	0.002920	0.006682	-0.824518	-1.698412	-3.317438	1.342618	-0.539534	-3.539024
07256	0.119478	0.227576	9.799139	0.002559	-0.001808	-0.004743	-0.827129	-1.695659	-3.315389	1.343094	-0.540060	-3.541329
07260	0.110417	0.218534	9.788725	0.000659	-0.001872	-0.005267	-0.819993	-1.716938	-3.314667	1.342485	-0.540616	-3.543935
07264	0.109554	0.240540	9.797833	-0.009218	0.001564	-0.005357	-0.821995	-1.701124	-3.317189	1.336216	-0.539203	-3.546547
07268	0.119994	0.228467	9.797214	0.000258	-0.000822	0.004447	-0.813992	-1.698786	-3.318716	1.335324	-0.539288	-3.543575
07272	0.102786	0.231019	9.768553	0.001414	0.007745	-0.011471	-0.819733	-1.709053	-3.314650	1.335179	-0.534253	-3.549607
07276	0.110141	0.234490	9.776770	0.007560	0.007900	0.015245	-0.813992	-1.698786	-3.318716	1.338412	-0.529486	-3.540334
07280	0.104155	0.238911	9.785511	0.004044	0.006418	-0.000332	-0.813991	-1.701455	-3.321021	1.339715	-0.525361	-3.540003
07284	0.100245	0.232945	9.772619	0.006334	-0.000406	0.005053	-0.809122	-1.704129	-3.313618	1.342301	-0.525216	-3.536679
07288	0.088589	0.219640	9.776103	-0.009176	0.009689	-0.008401	-0.817037	-1.706508	-3.314389	1.336071	-0.519109	-3.540926
07292	0.107990	0.233351	9.796011	-0.002157	0.008595	-0.001568	-0.829824	-1.700873	-3.317955	1.337097	-0.522629	-3.536887
07296	0.105719	0.226386	9.794911	-0.005779	0.009053	0.010866	-0.818861	-1.696112	-3.326119	1.331937	-0.519662	-3.528282
07300	0.094919	0.237996	9.765130	-0.003462	0.003302	-0.003506	-0.819386	-1.701207	-3.316933	1.332529	-0.520879	-3.528529
07304	0.106912	0.240526	9.777002	-0.000134	0.009411	-0.001351	-0.814252	-1.706672	-3.318732	1.336672	-0.516208	-3.529441
07308	0.109636	0.244467	9.810324	-0.006246	0.000154	-0.003970	-0.814254	-1.701334	-3.314123	1.332100	-0.515625	-3.531276
07312	0.091859	0.241852	9.780626	0.008568	-0.001294	-0.004202	-0.819473	-1.701167	-3.314634	1.339529	-0.519537	-3.531905
07316	0.121510	0.216264	9.777637	0.003058	-0.002627	-0.007074	-0.816429	-1.693445	-3.318961	1.339617	-0.522315	-3.534102
07320	0.095443	0.239432	9.782742	0.008019	0.010219	-0.004401	-0.811469	-1.701498	-3.318466	1.345646	-0.515970	-3.536659
07324	0.106681	0.227469	9.786901	-0.001320	-0.008506	-0.000883	-0.824428	-1.703790	-3.324347	1.345930	-0.524551	-3.534758
07328	0.087467	0.235600	9.760715	-0.008473	-0.005001	-0.002363	-0.811293	-1.701579	-3.323064	1.341559	-0.526205	-3.536579
07332	0.098700	0.228035	9.792117	-0.005272	-0.000633	0.010085	-0.816776	-1.701291	-3.316678	1.340042	-0.527979	-3.529934
07336	0.090001	0.240172	9.794009	0.011611	-0.001650	0.000418	-0.819211	-1.698619	-3.319227	1.346598	-0.530688	-3.528049
07340	0.086043	0.226739	9.755078	0.003153	0.003683	0.011828	-0.821645	-1.698617	-3.324080	1.347389	-0.530761	-3.519155
07344	0.104720	0.225655	9.781332	0.002250	0.010255	0.011093	-0.819732	-1.711722	-3.316955	1.353163	-0.526919	-3.512230
07348	0.095060	0.256858	9.796551	0.000683	-0.003138	-0.001702	-0.816775	-1.703960	-3.318982	1.354999	-0.529331	-3.512752
07352	0.107826	0.220280	9.779079	0.002513	-0.007362	-0.003066	-0.819386	-1.701207	-3.316933	1.357202	-0.534997	-3.513361
07356	0.108521	0.220447	9.760826	0.002234	0.000736	-0.006559	-0.821908	-1.698495	-3.317183	1.358284	-0.536677	-3.515126
07360	0.108763	0.241245	9.799150	-0.000512	-0.008035	0.000895	-0.819561	-1.701126	-3.312335	1.359274	-0.542915	-3.513507
07364	0.100913	0.236917	9.804165	0.002333	0.003747	0.003003	-0.824168	-1.695904	-3.324330	1.358425	-0.542860	-3.509333
07368	0.095443	0.226621	9.744718	-0.007240	-0.008827	-0.005129	-0.816689	-1.698662	-3.316672	1.354214	-0.548097	-3.511723
07372	0.095207	0.235342	9.778626	0.000087	-0.007636	0.001557	-0.824167	-1.698573	-3.326635	1.352666	-0.554074	-3.508983
07376	0.112459	0.224892	9.782434	0.009996	-0.000006	-0.002881	-0.814255	-1.698665	-3.311819	1.358889	-0.553766	-3.510482
07380	0.100401	0.222189	9.764494	-0.006508	-0.002722	-0.004449	-0.821734	-1.695907	-3.319477	1.353842	-0.556547	-3.511360
07384	0.114163	0.228242	9.796453	0.008230	0.000465	-0.001221	-0.824519	-1.695743	-3.315134	1.357724	-0.558522	-3.509785
07388	0.109589	0.221046	9.796577	0.006804	0.000827	0.006472	-0.832174	-1.692904	-3.318194	1.359519	-0.562111	-3.502261
07392	0.108307	0.222710	9.794437	-0.001706	-0.006269	0.002411	-0.818684	-1.698862	-3.333022	1.356114	-0.564939	-3.500455
07396	0.108987	0.214885	9.777817	-0.013481	0.005569	-0.009799	-0.816952	-1.701210	-3.312079	1.349655	-0.561819	-3.505695
07400	0.113603	0.238447	9.791006	0.002610	0.007869	-0.008219	-0.819121	-1.703998	-3.326135	1.351170	-0.557167	-3.509811
07404	0.114210	0.235919	9.785295	0.000866	-0.003250	-0.003163	-0.813991	-1.701455	-3.321021	1.351634	-0.557938	-3.511935
07408	0.110900	0.213313	9.775401	0.006246	-0.003000	0.004830	-0.809034	-1.704170	-3.315917	1.356400	-0.557712	-3.510501
07412	0.102831	0.238331	9.786490	0.000658	0.004760	-0.005725	-0.814254	-1.701334	-3.314123	1.357465	-0.554439	-3.513776
07416	0.093873	0.236085	9.790429	0.008356	-0.003264	0.000735	-0.816425	-1.701452	-3.325874	1.361329	-0.555649	-3.513158
07420	0.091342	0.235226	9.760187	0.002059	-0.000444	0.004530	-0.809124	-1.698791	-3.309008	1.363012	-0.554505	-3.511330
07424	0.114741	0.235254	9.790304	0.006836	0.000269	0.001100	-0.819300	-1.695910	-3.314623	1.365965	-0.555066	-3.509472
07428	0.098551	0.253798	9.790219	-0.003781	0.006818	-0.006990	-0.817036	-1.709177	-3.316694	1.365853	-0.551153	-3.513424
07432	0.107306	0.225780	9.782018	-0.003122	-0.007650	0.000157	-0.817037	-1.706508	-3.314389	1.365661	-0.555683	-3.513329
07436	0.102152	0.228725	9.782888	0.000564	0.006771	0.000857	-0.816252	-1.696195	-3.325863	1.363708	-0.551167	-3.512112
07440	0.093679	0.237988	9.795906	-0.004173	-0.008081	0.004941	-0.816599	-1.704041	-3.323581	1.361224	-0.555351	-3.509277
07444	0.096797	0.235329	9.814376	0.000925	0.002574	-0.000178	-0.821819	-1.701205	-3.321787	1.361227	-0.554694	-3.508167
