// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.12)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.5.1
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
33079	3336005	0.043767	-0.007207	9.777579	-0.001924	0.009875	0.008124	-0.546946	0.064795	-0.590649	-0.030797	-0.451110	-79.758235
33080	3336105	0.045072	-0.000323	9.771905	0.004281	-0.002938	-0.002021	-0.551213	0.071697	-0.590881	-0.028995	-0.452096	-79.758982
33081	3336205	0.053663	-0.007381	9.772932	0.003423	0.000461	0.007436	-0.551385	0.071911	-0.586782	-0.027727	-0.451131	-79.756660
33082	3336305	0.039573	-0.001174	9.770184	-0.005745	0.007619	-0.004184	-0.547013	0.067266	-0.586509	-0.031661	-0.446069	-79.761549
33083	3336405	0.048077	0.010157	9.776662	0.007070	0.002920	0.005820	-0.548770	0.069055	-0.596894	-0.028296	-0.443695	-79.759976
33084	3336505	0.042100	-0.003151	9.759323	0.001284	-0.005564	-0.001964	-0.551700	0.065135	-0.586903	-0.028211	-0.446186	-79.763767
33085	3336605	0.059348	-0.005677	9.780008	0.002128	-0.001420	0.013779	-0.551128	0.071591	-0.592931	-0.027713	-0.446298	-79.756651
33086	3336705	0.056198	-0.015930	9.773338	-0.000081	0.006339	-0.012915	-0.553609	0.069503	-0.591099	-0.028362	-0.441971	-79.766460
33087	3336805	0.047456	-0.006511	9.781944	0.011921	0.009446	0.000577	-0.550965	0.080944	-0.586620	-0.022193	-0.435862	-79.765788
33088	3336905	0.039380	-0.001927	9.769487	0.005007	0.000389	-0.000999	-0.549008	0.071740	-0.588655	-0.019979	-0.434941	-79.769612
33089	3337005	0.052232	-0.003595	9.777927	0.001706	0.001931	-0.005460	-0.550937	0.073742	-0.594940	-0.019638	-0.433138	-79.774482
