// Start Time: Unknown
// Update Rate: Various
// Filter Profile: general (39.12)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 1.5.1
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Roll	Pitch	Yaw
11072	9485147	-0.067982	0.016707	9.786739	0.001945	-0.007807	-0.007546	0.557553	0.094782	-0.601117	0.251023	0.137642	77.369476
11073	9485247	-0.054135	0.006543	9.779374	-0.005991	-0.002543	-0.005976	0.554947	0.088070	-0.601415	0.246143	0.136646	77.370326
11074	9485347	-0.051762	0.018494	9.776504	-0.002564	-0.000288	-0.001811	0.559443	0.088049	-0.599012	0.243232	0.136930	77.371332
11075	9485447	-0.053981	0.006907	9.784991	0.002317	-0.001636	-0.002239	0.557725	0.094568	-0.605217	0.243116	0.136436	77.367777
11076	9485547	-0.045634	0.014922	9.777540	0.001094	-0.012352	0.002863	0.557534	0.092416	-0.603207	0.242309	0.129796	77.370293
11077	9485647	-0.049524	0.021691	9.773465	-0.002036	-0.004382	-0.003894	0.555434	0.094632	-0.605393	0.239701	0.127737	77.367341
11078	9485747	-0.052483	0.009507	9.769914	0.001392	-0.000492	0.003689	0.561925	0.090137	-0.600844	0.239070	0.127897	77.372923
11079	9485847	-0.038000	-0.003199	9.775821	0.000106	0.002582	-0.008015	0.559443	0.088049	-0.599012	0.237687	0.129845	77.370550
11080	9485947	-0.051519	0.010479	9.774667	0.003458	-0.003679	-0.002666	0.557305	0.085535	-0.605378	0.238232	0.128192	77.370778
11081	9486047	-0.059853	0.021908	9.785286	-0.000602	-0.011660	0.001809	0.566889	0.094314	-0.604509	0.236456	0.121953	77.370145
11082	9486147	-0.062395	0.004487	9.759342	-0.009863	0.004640	0.001138	0.559681	0.085364	-0.607251	0.229377	0.125064	77.373694
11083	9486247	-0.042453	0.012127	9.765606	0.011979	-0.016503	-0.002971	0.557448	0.092523	-0.601158	0.234807	0.116065	77.370559
11084	9486347	-0.058232	0.005228	9.779798	-0.007112	0.003664	0.002567	0.559739	0.092459	-0.600981	0.229306	0.118612	77.372393
11085	9486447	-0.045997	0.009972	9.773299	0.009301	-0.006667	0.000593	0.552637	0.085769	-0.603682	0.233209	0.115248	77.374851
11086	9486547	-0.049341	0.008345	9.773829	0.005164	0.001854	0.003667	0.559950	0.096976	-0.600900	0.234744	0.116754	77.375093
11087	9486647	-0.050229	-0.001632	9.767251	0.000630	0.001521	-0.003953	0.557553	0.094782	-0.601117	0.233674	0.118093	77.373494
11088	9486747	-0.046606	0.015842	9.781711	0.005258	0.006385	-0.001686	0.560035	0.096870	-0.602950	0.235260	0.122213	77.372454
11089	9486847	-0.050463	0.018783	9.778152	0.003041	0.004774	-0.007541	0.547988	0.088368	-0.599896	0.235571	0.125430	77.371430
11090	9486947	-0.040896	0.007955	9.795671	-0.001293	-0.008883	-0.007478	0.552723	0.085662	-0.605732	0.233399	0.120821	77.369803
11091	9487047	-0.059829	0.013682	9.772833	-0.001421	-0.011312	0.000158	0.555138	0.090222	-0.603425	0.231164	0.114800	77.369372
11092	9487147	-0.039870	0.009697	9.776670	0.002575	0.013412	-0.007022	0.564197	0.087709	-0.602758	0.231211	0.122965	77.367040
11093	9487247	-0.049376	0.002162	9.778527	-0.000295	0.008319	-0.023546	0.557686	0.089838	-0.609397	0.229593	0.128248	77.353342
11094	9487347	-0.043312	0.008978	9.761445	0.000488	0.018761	0.004926	0.566040	0.085813	-0.594423	0.228462	0.139451	77.358122
11095	9487447	-0.053642	0.007586	9.776978	0.002416	0.002545	-0.000052	0.557553	0.094782	-0.601117	0.228428	0.141371	77.356598
11096	9487547	-0.043051	0.001169	9.764385	-0.003558	-0.002523	-0.022636	0.555138	0.090222	-0.603425	0.224941	0.140443	77.344859
11097	9487647	-0.043711	0.016456	9.775835	0.003002	0.000598	-0.002321	0.555224	0.090115	-0.605474	0.225243	0.141256	77.344157
11098	9487747	-0.049961	0.001266	9.771987	0.003396	-0.003161	0.006288	0.566317	0.087858	-0.598482	0.225783	0.139899	77.349292
11099	9487847	-0.052227	0.001052	9.777502	0.005637	0.000463	-0.000452	0.557620	0.092310	-0.605257	0.227597	0.140631	77.348439
11100	9487947	-0.037537	0.004376	9.778844	-0.001163	0.001579	-0.000979	0.557534	0.092416	-0.603207	0.225516	0.142004	77.348236
11101	9488047	-0.051550	0.013660	9.774758	0.003335	-0.002798	0.005647	0.557172	0.090478	-0.597099	0.226022	0.140857	77.352384
11102	9488147	-0.050291	0.012882	9.777370	0.005026	0.005095	-0.005876	0.560082	0.092033	-0.609179	0.227482	0.144259	77.349356
11103	9488247	-0.051349	0.008973	9.784691	0.004721	0.002651	-0.005268	0.555414	0.092267	-0.607484	0.228770	0.146259	77.346554
11104	9488347	-0.045727	-0.003080	9.778287	0.005183	0.009449	0.008052	0.557410	0.087793	-0.605338	0.230342	0.152127	77.352978
11105	9488447	-0.046060	0.011832	9.771848	0.002817	-0.004760	-0.009924	0.553267	0.099319	-0.603440	0.230531	0.149889	77.344863
11106	9488547	-0.035832	-0.001841	9.776968	0.002966	0.002978	-0.010515	0.564302	0.089967	-0.602717	0.230808	0.152095	77.342761
11107	9488647	-0.038776	0.010878	9.778078	-0.001657	-0.000884	-0.003389	0.550957	0.097018	-0.605707	0.228444	0.152062	77.338611
11108	9488747	-0.048311	0.007684	9.773695	0.002546	-0.005675	0.006575	0.552971	0.094909	-0.601471	0.228506	0.149268	77.343336
11109	9488847	-0.057362	0.012123	9.760171	0.003053	0.004814	0.003409	0.559997	0.092139	-0.607130	0.228856	0.152494	77.347995
11110	9488947	-0.051067	0.012407	9.765700	-0.011431	-0.010562	0.000573	0.557133	0.085748	-0.601279	0.220905	0.146920	77.352651
11111	9489047	-0.044336	0.010041	9.764569	0.010523	-0.004242	-0.009773	0.564427	0.094591	-0.600587	0.225516	0.144981	77.345285
11112	9489147	-0.039016	-0.001916	9.779884	0.008329	-0.010453	-0.004885	0.557468	0.094888	-0.599068	0.228877	0.139474	77.341778
11113	9489247	-0.057183	0.008888	9.785950	0.000207	-0.000414	-0.006233	0.566383	0.085387	-0.602621	0.227588	0.139734	77.343801
11114	9489347	-0.039743	-0.001411	9.768788	0.001192	-0.009395	-0.007427	0.557410	0.087793	-0.605338	0.226858	0.134842	77.339437
11115	9489447	-0.054786	0.008059	9.791415	-0.006640	-0.008304	-0.009170	0.568503	0.085536	-0.598345	0.221640	0.130583	77.335970
11116	9489547	-0.048161	0.022803	9.780354	-0.004390	-0.002439	-0.013402	0.559319	0.083426	-0.601142	0.217709	0.129692	77.329034
11117	9489647	-0.053656	-0.008308	9.789762	-0.005941	-0.000063	0.009762	0.557877	0.091990	-0.611406	0.212918	0.130111	77.333860
11118	9489747	-0.056232	0.004908	9.770834	0.004049	0.001750	0.002069	0.562097	0.089924	-0.604944	0.213842	0.131590	77.335900
11119	9489847	-0.042822	0.003275	9.776533	0.003996	-0.005155	-0.001676	0.554947	0.088070	-0.601415	0.214732	0.129120	77.335561
11120	9489947	-0.038016	0.004940	9.772419	0.000343	-0.015164	0.010352	0.552465	0.085982	-0.599583	0.213544	0.120891	77.342229
11121	9490047	-0.046446	0.012218	9.773751	0.004609	0.008004	0.000874	0.550365	0.088197	-0.601769	0.214790	0.125955	77.342938
11122	9490147	-0.048818	0.012985	9.778072	0.005884	-0.000887	-0.000340	0.555071	0.092693	-0.599285	0.216766	0.125929	77.342780
11123	9490247	-0.039138	-0.003250	9.772376	0.003286	-0.001814	-0.000830	0.555558	0.099255	-0.603263	0.217253	0.125372	77.341880
11124	9490347	-0.048236	0.002921	9.776483	0.003567	0.000952	-0.004889	0.561925	0.090137	-0.600844	0.217898	0.126415	77.341557
11125	9490447	-0.033974	0.005020	9.773782	-0.001823	0.002715	-0.007379	0.555157	0.092587	-0.601335	0.215451	0.128468	77.337339
11126	9490547	-0.053612	0.014446	9.776455	0.002117	-0.004990	0.001334	0.559911	0.092246	-0.605080	0.215274	0.126090	77.338808
11127	9490647	-0.055911	0.015660	9.786348	-0.000115	0.007663	0.000481	0.557620	0.092310	-0.605257	0.213819	0.130965	77.339529
11128	9490747	-0.053031	-0.001699	9.778849	0.009657	-0.002926	0.000617	0.559510	0.085578	-0.603152	0.217964	0.129777	77.342212
11129	9490847	-0.047059	0.010586	9.784739	-0.004849	-0.003170	-0.001547	0.562241	0.096913	-0.600723	0.213794	0.128448	77.339798
11130	9490947	-0.042336	0.002167	9.777248	0.006365	-0.002631	-0.008895	0.559615	0.087836	-0.603111	0.216042	0.127451	77.337120
